Injury_ID,Injury_Location,Condition_Name,Severity,Affected_Workout_Types,Recommended_Modifications
INJ_2001,Ankle / Foot,Flat Feet Pain,Moderate,Full Body & Legs,Perform cardio on a stationary bike or swimming instead | Substitute standing calf raises with seated
INJ_2002,Knee,Meniscus Tear (Mild),Chronic/Recurring,Legs,Avoid deep squatting
INJ_2003,Knee,Meniscus Tear (Mild),Rehabilitating,Legs,Keep knee flexion pain-free
INJ_2004,Ankle / Foot,Achilles Tendinitis,Rehabilitating,Core & Cardio & Legs,Perform cardio on a stationary bike or swimming instead
INJ_2005,Knee,Ligament Sprain (ACL/MCL),Chronic/Recurring,Core & Cardio & Legs,"Avoid high-impact jumps (Box Jumps, Burpees) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_2006,Ankle / Foot,Plantar Fasciitis,Mild,Legs & Full Body,Wear supportive footwear during lifts
INJ_2007,Ankle / Foot,Shin Splints,Moderate,Core & Cardio & Legs,"Avoid running, jumping, and high-impact cardio"
INJ_2008,Shoulder,AC Joint Sprain,Mild,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid wide-grip pull-ups
INJ_2009,Ankle / Foot,Achilles Tendinitis,Moderate,Legs & Full Body,"Avoid running, jumping, and high-impact cardio | Perform cardio on a stationary bike or swimming instead"
INJ_2010,Knee,Ligament Sprain (ACL/MCL),Mild,Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_2011,Shoulder,Biceps Tendinitis,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Avoid overhead pressing
INJ_2012,Shoulder,Rotator Cuff Tendinitis,Rehabilitating,Full Body & Pull (Back/Biceps),Avoid wide-grip pull-ups
INJ_2013,Ankle / Foot,Achilles Tendinitis,Rehabilitating,Core & Cardio & Legs,Wear supportive footwear during lifts | Perform cardio on a stationary bike or swimming instead
INJ_2014,Knee,Meniscus Tear (Mild),Chronic/Recurring,Core & Cardio,"Avoid deep squatting | Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_2015,Knee,Meniscus Tear (Mild),Chronic/Recurring,Full Body,Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_2016,Neck,Cervical Strain,Moderate,Push (Chest/Shoulders/Triceps),Keep neck neutral during planks and push-ups | Avoid overhead presses if causing pain
INJ_2017,Knee,Meniscus Tear (Mild),Chronic/Recurring,Core & Cardio & Legs,"Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_2018,Wrist / Elbow,TFCC Tear (Mild),Mild,Upper Body,Use neutral grips (hammer curls instead of regular)
INJ_2019,Knee,Meniscus Tear (Mild),Chronic/Recurring,Full Body & Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees) | Avoid deep squatting"
INJ_2020,Shoulder,Rotator Cuff Tendinitis,Chronic/Recurring,Upper Body,Avoid wide-grip pull-ups
INJ_2021,Wrist / Elbow,Wrist Sprain,Rehabilitating,Pull (Back/Biceps),Avoid heavy gripping (use straps for pulling)
INJ_2022,Lower Back,Muscle Spasm,Rehabilitating,Pull (Back/Biceps) & Legs,Avoid heavy deadlifts and bent-over rows | Keep spine neutral
INJ_2023,Knee,Ligament Sprain (ACL/MCL),Rehabilitating,Legs & Core & Cardio,Substitute Squats/Lunges with Glute Bridges or Wall Sits | Avoid deep squatting
INJ_2024,Neck,Upper Trapezius Spasm,Rehabilitating,Push (Chest/Shoulders/Triceps),Avoid heavy barbell shrugs | Avoid crunches where hands pull on the neck
INJ_2025,Neck,Upper Trapezius Spasm,Moderate,Push (Chest/Shoulders/Triceps),Avoid overhead presses if causing pain
INJ_2026,Shoulder,Shoulder Impingement,Moderate,Upper Body & Pull (Back/Biceps),Avoid overhead pressing
INJ_2027,Ankle / Foot,Ankle Sprain,Moderate,Core & Cardio & Legs,"Avoid running, jumping, and high-impact cardio"
INJ_2028,Wrist / Elbow,Carpal Tunnel Syndrome,Rehabilitating,Pull (Back/Biceps) & Upper Body,Avoid heavy gripping (use straps for pulling) | Substitute push-ups with forearm planks or knuckle push-ups
INJ_2029,Neck,Upper Trapezius Spasm,Chronic/Recurring,Core & Cardio,Keep neck neutral during planks and push-ups | Avoid overhead presses if causing pain
INJ_2030,Ankle / Foot,Flat Feet Pain,Chronic/Recurring,Legs & Core & Cardio,Perform cardio on a stationary bike or swimming instead | Substitute standing calf raises with seated
INJ_2031,Wrist / Elbow,Golfer's Elbow,Mild,Upper Body,Use neutral grips (hammer curls instead of regular) | Avoid heavy gripping (use straps for pulling)
INJ_2032,Wrist / Elbow,Carpal Tunnel Syndrome,Rehabilitating,Upper Body,Avoid heavy gripping (use straps for pulling)
INJ_2033,Wrist / Elbow,TFCC Tear (Mild),Mild,Upper Body,Use neutral grips (hammer curls instead of regular)
INJ_2034,Shoulder,AC Joint Sprain,Chronic/Recurring,Pull (Back/Biceps),Substitute barbell bench with neutral-grip dumbbell press | Avoid overhead pressing
INJ_2035,Ankle / Foot,Flat Feet Pain,Mild,Core & Cardio,Perform cardio on a stationary bike or swimming instead
INJ_2036,Shoulder,AC Joint Sprain,Mild,Full Body,Avoid overhead pressing
INJ_2037,Wrist / Elbow,Carpal Tunnel Syndrome,Chronic/Recurring,Pull (Back/Biceps),Use neutral grips (hammer curls instead of regular)
INJ_2038,Neck,Postural Neck Pain,Mild,Core & Cardio,Keep neck neutral during planks and push-ups | Avoid crunches where hands pull on the neck
INJ_2039,Neck,Cervical Strain,Rehabilitating,Push (Chest/Shoulders/Triceps) & Core & Cardio,Keep neck neutral during planks and push-ups | Avoid heavy barbell shrugs
INJ_2040,Knee,Meniscus Tear (Mild),Moderate,Legs,Keep knee flexion pain-free | Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_2041,Wrist / Elbow,TFCC Tear (Mild),Chronic/Recurring,Upper Body & Push (Chest/Shoulders/Triceps),Substitute push-ups with forearm planks or knuckle push-ups | Use neutral grips (hammer curls instead of regular)
INJ_2042,Neck,Postural Neck Pain,Chronic/Recurring,Core & Cardio,Keep neck neutral during planks and push-ups
INJ_2043,Shoulder,AC Joint Sprain,Rehabilitating,Pull (Back/Biceps),Avoid wide-grip pull-ups | Avoid overhead pressing
INJ_2044,Ankle / Foot,Plantar Fasciitis,Moderate,Core & Cardio,Wear supportive footwear during lifts | Substitute standing calf raises with seated
INJ_2045,Ankle / Foot,Shin Splints,Rehabilitating,Full Body & Core & Cardio,Perform cardio on a stationary bike or swimming instead
INJ_2046,Neck,Postural Neck Pain,Mild,Core & Cardio,Keep neck neutral during planks and push-ups
INJ_2047,Neck,Whiplash Recovery,Mild,Upper Body & Push (Chest/Shoulders/Triceps),Avoid crunches where hands pull on the neck | Avoid heavy barbell shrugs
INJ_2048,Ankle / Foot,Flat Feet Pain,Moderate,Full Body,Perform cardio on a stationary bike or swimming instead
INJ_2049,Neck,Postural Neck Pain,Moderate,Push (Chest/Shoulders/Triceps),Avoid heavy barbell shrugs | Keep neck neutral during planks and push-ups
INJ_2050,Neck,Postural Neck Pain,Mild,Core & Cardio,Avoid crunches where hands pull on the neck
INJ_2051,Wrist / Elbow,TFCC Tear (Mild),Rehabilitating,Upper Body,Use neutral grips (hammer curls instead of regular)
INJ_2052,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Mild,Upper Body & Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling)
INJ_2053,Knee,Knee Osteoarthritis,Moderate,Legs,Keep knee flexion pain-free
INJ_2054,Lower Back,Muscle Spasm,Rehabilitating,Pull (Back/Biceps) & Core & Cardio,Avoid twisting core movements | Keep spine neutral
INJ_2055,Shoulder,AC Joint Sprain,Moderate,Push (Chest/Shoulders/Triceps) & Full Body,Substitute barbell bench with neutral-grip dumbbell press | Keep elbows tucked during push-ups
INJ_2056,Lower Back,Lumbar Strain,Chronic/Recurring,Full Body & Pull (Back/Biceps),Avoid twisting core movements
INJ_2057,Neck,Postural Neck Pain,Rehabilitating,Upper Body & Core & Cardio,Avoid overhead presses if causing pain
INJ_2058,Ankle / Foot,Achilles Tendinitis,Rehabilitating,Core & Cardio & Legs,Substitute standing calf raises with seated | Wear supportive footwear during lifts
INJ_2059,Ankle / Foot,Ankle Sprain,Mild,Core & Cardio,"Substitute standing calf raises with seated | Avoid running, jumping, and high-impact cardio"
INJ_2060,Knee,Meniscus Tear (Mild),Mild,Core & Cardio,"Keep knee flexion pain-free | Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_2061,Wrist / Elbow,Wrist Sprain,Mild,Pull (Back/Biceps),Use neutral grips (hammer curls instead of regular) | Avoid heavy gripping (use straps for pulling)
INJ_2062,Wrist / Elbow,TFCC Tear (Mild),Moderate,Pull (Back/Biceps),Avoid skull crushers | Use neutral grips (hammer curls instead of regular)
INJ_2063,Ankle / Foot,Flat Feet Pain,Mild,Legs,Wear supportive footwear during lifts
INJ_2064,Ankle / Foot,Plantar Fasciitis,Rehabilitating,Core & Cardio & Full Body,Substitute standing calf raises with seated
INJ_2065,Knee,Runner's Knee (Patellofemoral Pain),Mild,Full Body,Keep knee flexion pain-free
INJ_2066,Wrist / Elbow,Carpal Tunnel Syndrome,Chronic/Recurring,Upper Body & Pull (Back/Biceps),Use neutral grips (hammer curls instead of regular)
INJ_2067,Shoulder,Rotator Cuff Tendinitis,Rehabilitating,Full Body & Pull (Back/Biceps),Avoid wide-grip pull-ups | Avoid overhead pressing
INJ_2068,Shoulder,Frozen Shoulder (Mild),Mild,Upper Body & Full Body,Avoid overhead pressing
INJ_2069,Shoulder,Shoulder Impingement,Moderate,Pull (Back/Biceps) & Upper Body,Substitute barbell bench with neutral-grip dumbbell press
INJ_2070,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Moderate,Push (Chest/Shoulders/Triceps),Use neutral grips (hammer curls instead of regular)
INJ_2071,Knee,Patellar Tendinitis,Rehabilitating,Legs,Keep knee flexion pain-free
INJ_2072,Ankle / Foot,Ankle Sprain,Chronic/Recurring,Full Body,Wear supportive footwear during lifts
INJ_2073,Neck,Upper Trapezius Spasm,Mild,Core & Cardio & Push (Chest/Shoulders/Triceps),Avoid overhead presses if causing pain
INJ_2074,Ankle / Foot,Ankle Sprain,Chronic/Recurring,Core & Cardio & Legs,Wear supportive footwear during lifts
INJ_2075,Ankle / Foot,Achilles Tendinitis,Mild,Full Body & Core & Cardio,Substitute standing calf raises with seated
INJ_2076,Knee,Runner's Knee (Patellofemoral Pain),Mild,Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees) | Keep knee flexion pain-free"
INJ_2077,Lower Back,Muscle Spasm,Moderate,Legs,Avoid twisting core movements
INJ_2078,Neck,Postural Neck Pain,Chronic/Recurring,Core & Cardio,Avoid overhead presses if causing pain | Avoid heavy barbell shrugs
INJ_2079,Knee,Patellar Tendinitis,Mild,Core & Cardio & Legs,Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_2080,Ankle / Foot,Plantar Fasciitis,Chronic/Recurring,Legs,Substitute standing calf raises with seated
INJ_2081,Shoulder,Biceps Tendinitis,Mild,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Avoid wide-grip pull-ups
INJ_2082,Shoulder,Rotator Cuff Tendinitis,Chronic/Recurring,Full Body & Upper Body,Keep elbows tucked during push-ups | Substitute barbell bench with neutral-grip dumbbell press
INJ_2083,Shoulder,Shoulder Impingement,Rehabilitating,Push (Chest/Shoulders/Triceps),Avoid overhead pressing | Avoid wide-grip pull-ups
INJ_2084,Knee,Runner's Knee (Patellofemoral Pain),Mild,Full Body & Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_2085,Neck,Whiplash Recovery,Rehabilitating,Upper Body,Avoid overhead presses if causing pain
INJ_2086,Neck,Cervical Strain,Mild,Core & Cardio & Push (Chest/Shoulders/Triceps),Avoid heavy barbell shrugs
INJ_2087,Ankle / Foot,Ankle Sprain,Rehabilitating,Legs & Core & Cardio,Substitute standing calf raises with seated
INJ_2088,Lower Back,Herniated Disc (Mild),Chronic/Recurring,Core & Cardio,Substitute sit-ups with planks or bird-dogs | Keep spine neutral
INJ_2089,Neck,Postural Neck Pain,Mild,Push (Chest/Shoulders/Triceps) & Core & Cardio,Keep neck neutral during planks and push-ups
INJ_2090,Shoulder,Rotator Cuff Tendinitis,Rehabilitating,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Avoid wide-grip pull-ups | Avoid overhead pressing
INJ_2091,Wrist / Elbow,TFCC Tear (Mild),Chronic/Recurring,Pull (Back/Biceps) & Upper Body,Avoid skull crushers
INJ_2092,Neck,Postural Neck Pain,Moderate,Core & Cardio,Avoid crunches where hands pull on the neck | Avoid heavy barbell shrugs
INJ_2093,Neck,Whiplash Recovery,Rehabilitating,Upper Body,Keep neck neutral during planks and push-ups | Avoid crunches where hands pull on the neck
INJ_2094,Wrist / Elbow,Wrist Sprain,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling) | Substitute push-ups with forearm planks or knuckle push-ups
INJ_2095,Neck,Whiplash Recovery,Moderate,Core & Cardio,Avoid crunches where hands pull on the neck
INJ_2096,Shoulder,Frozen Shoulder (Mild),Rehabilitating,Push (Chest/Shoulders/Triceps) & Full Body,Avoid overhead pressing
INJ_2097,Shoulder,Biceps Tendinitis,Chronic/Recurring,Upper Body & Full Body,Avoid wide-grip pull-ups | Keep elbows tucked during push-ups
INJ_2098,Ankle / Foot,Plantar Fasciitis,Rehabilitating,Full Body,"Avoid running, jumping, and high-impact cardio | Substitute standing calf raises with seated"
INJ_2099,Neck,Cervical Strain,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Avoid crunches where hands pull on the neck
INJ_2100,Shoulder,Shoulder Impingement,Chronic/Recurring,Full Body & Push (Chest/Shoulders/Triceps),Substitute barbell bench with neutral-grip dumbbell press | Keep elbows tucked during push-ups
INJ_2101,Lower Back,Muscle Spasm,Chronic/Recurring,Core & Cardio,Avoid heavy deadlifts and bent-over rows | Keep spine neutral
INJ_2102,Wrist / Elbow,Golfer's Elbow,Mild,Upper Body,Substitute push-ups with forearm planks or knuckle push-ups
INJ_2103,Shoulder,Rotator Cuff Tendinitis,Mild,Pull (Back/Biceps) & Full Body,Substitute barbell bench with neutral-grip dumbbell press | Keep elbows tucked during push-ups
INJ_2104,Shoulder,Frozen Shoulder (Mild),Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Full Body,Avoid overhead pressing | Avoid wide-grip pull-ups
INJ_2105,Shoulder,Biceps Tendinitis,Mild,Upper Body,Avoid overhead pressing | Avoid wide-grip pull-ups
INJ_2106,Ankle / Foot,Flat Feet Pain,Rehabilitating,Core & Cardio,"Substitute standing calf raises with seated | Avoid running, jumping, and high-impact cardio"
INJ_2107,Neck,Upper Trapezius Spasm,Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid crunches where hands pull on the neck | Keep neck neutral during planks and push-ups
INJ_2108,Neck,Postural Neck Pain,Rehabilitating,Upper Body & Push (Chest/Shoulders/Triceps),Avoid heavy barbell shrugs | Avoid crunches where hands pull on the neck
INJ_2109,Shoulder,Frozen Shoulder (Mild),Chronic/Recurring,Upper Body,Keep elbows tucked during push-ups
INJ_2110,Lower Back,Muscle Spasm,Chronic/Recurring,Legs,Keep spine neutral | Avoid heavy deadlifts and bent-over rows
INJ_2111,Lower Back,Muscle Spasm,Moderate,Pull (Back/Biceps),Keep spine neutral
INJ_2112,Wrist / Elbow,Carpal Tunnel Syndrome,Rehabilitating,Upper Body & Pull (Back/Biceps),Substitute push-ups with forearm planks or knuckle push-ups
INJ_2113,Ankle / Foot,Shin Splints,Mild,Full Body,Substitute standing calf raises with seated
INJ_2114,Ankle / Foot,Plantar Fasciitis,Chronic/Recurring,Full Body & Legs,Substitute standing calf raises with seated
INJ_2115,Knee,Meniscus Tear (Mild),Chronic/Recurring,Legs & Core & Cardio,Avoid deep squatting
INJ_2116,Wrist / Elbow,Carpal Tunnel Syndrome,Moderate,Push (Chest/Shoulders/Triceps),Substitute push-ups with forearm planks or knuckle push-ups | Avoid heavy gripping (use straps for pulling)
INJ_2117,Ankle / Foot,Flat Feet Pain,Mild,Full Body,Perform cardio on a stationary bike or swimming instead | Wear supportive footwear during lifts
INJ_2118,Shoulder,Biceps Tendinitis,Rehabilitating,Upper Body & Full Body,Substitute barbell bench with neutral-grip dumbbell press
INJ_2119,Wrist / Elbow,Carpal Tunnel Syndrome,Moderate,Push (Chest/Shoulders/Triceps) & Pull (Back/Biceps),Avoid skull crushers | Avoid heavy gripping (use straps for pulling)
INJ_2120,Neck,Cervical Strain,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Keep neck neutral during planks and push-ups | Avoid overhead presses if causing pain
INJ_2121,Knee,Knee Osteoarthritis,Rehabilitating,Legs,"Avoid deep squatting | Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_2122,Neck,Postural Neck Pain,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Avoid crunches where hands pull on the neck
INJ_2123,Neck,Upper Trapezius Spasm,Mild,Upper Body & Push (Chest/Shoulders/Triceps),Avoid heavy barbell shrugs | Avoid crunches where hands pull on the neck
INJ_2124,Lower Back,Sciatica,Chronic/Recurring,Full Body,Avoid heavy deadlifts and bent-over rows | Substitute sit-ups with planks or bird-dogs
INJ_2125,Shoulder,Frozen Shoulder (Mild),Mild,Push (Chest/Shoulders/Triceps) & Pull (Back/Biceps),Substitute barbell bench with neutral-grip dumbbell press | Avoid overhead pressing
INJ_2126,Neck,Upper Trapezius Spasm,Rehabilitating,Push (Chest/Shoulders/Triceps),Avoid heavy barbell shrugs
INJ_2127,Ankle / Foot,Shin Splints,Mild,Core & Cardio & Legs,Wear supportive footwear during lifts | Perform cardio on a stationary bike or swimming instead
INJ_2128,Shoulder,Frozen Shoulder (Mild),Mild,Full Body,Avoid wide-grip pull-ups | Keep elbows tucked during push-ups
INJ_2129,Lower Back,Lumbar Strain,Rehabilitating,Full Body & Legs,Keep spine neutral
INJ_2130,Neck,Whiplash Recovery,Rehabilitating,Core & Cardio,Avoid heavy barbell shrugs | Keep neck neutral during planks and push-ups
INJ_2131,Wrist / Elbow,TFCC Tear (Mild),Mild,Upper Body,Avoid heavy gripping (use straps for pulling) | Use neutral grips (hammer curls instead of regular)
INJ_2132,Neck,Cervical Strain,Mild,Push (Chest/Shoulders/Triceps) & Core & Cardio,Avoid crunches where hands pull on the neck
INJ_2133,Wrist / Elbow,Golfer's Elbow,Rehabilitating,Pull (Back/Biceps) & Upper Body,Substitute push-ups with forearm planks or knuckle push-ups | Avoid skull crushers
INJ_2134,Ankle / Foot,Ankle Sprain,Mild,Full Body & Core & Cardio,Perform cardio on a stationary bike or swimming instead | Wear supportive footwear during lifts
INJ_2135,Knee,Patellar Tendinitis,Chronic/Recurring,Full Body,"Avoid high-impact jumps (Box Jumps, Burpees) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_2136,Ankle / Foot,Achilles Tendinitis,Moderate,Core & Cardio,Perform cardio on a stationary bike or swimming instead | Substitute standing calf raises with seated
INJ_2137,Shoulder,Biceps Tendinitis,Rehabilitating,Pull (Back/Biceps),Avoid overhead pressing
INJ_2138,Ankle / Foot,Achilles Tendinitis,Rehabilitating,Core & Cardio & Full Body,Wear supportive footwear during lifts
INJ_2139,Ankle / Foot,Shin Splints,Rehabilitating,Legs,"Substitute standing calf raises with seated | Avoid running, jumping, and high-impact cardio"
INJ_2140,Ankle / Foot,Achilles Tendinitis,Chronic/Recurring,Full Body,Substitute standing calf raises with seated
INJ_2141,Wrist / Elbow,Carpal Tunnel Syndrome,Chronic/Recurring,Pull (Back/Biceps),Avoid heavy gripping (use straps for pulling) | Use neutral grips (hammer curls instead of regular)
INJ_2142,Knee,Patellar Tendinitis,Rehabilitating,Legs,Keep knee flexion pain-free
INJ_2143,Neck,Cervical Strain,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Avoid overhead presses if causing pain
INJ_2144,Ankle / Foot,Ankle Sprain,Moderate,Core & Cardio & Legs,Wear supportive footwear during lifts
INJ_2145,Shoulder,Shoulder Impingement,Chronic/Recurring,Pull (Back/Biceps),Avoid overhead pressing
INJ_2146,Ankle / Foot,Shin Splints,Mild,Full Body & Legs,"Substitute standing calf raises with seated | Avoid running, jumping, and high-impact cardio"
INJ_2147,Neck,Upper Trapezius Spasm,Mild,Push (Chest/Shoulders/Triceps) & Core & Cardio,Keep neck neutral during planks and push-ups
INJ_2148,Ankle / Foot,Shin Splints,Rehabilitating,Full Body,Substitute standing calf raises with seated
INJ_2149,Neck,Postural Neck Pain,Chronic/Recurring,Upper Body & Core & Cardio,Avoid crunches where hands pull on the neck | Avoid overhead presses if causing pain
INJ_2150,Wrist / Elbow,Golfer's Elbow,Mild,Push (Chest/Shoulders/Triceps) & Pull (Back/Biceps),Avoid skull crushers
INJ_2151,Shoulder,Frozen Shoulder (Mild),Rehabilitating,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid overhead pressing
INJ_2152,Knee,Ligament Sprain (ACL/MCL),Rehabilitating,Full Body & Legs,Avoid deep squatting
INJ_2153,Shoulder,Biceps Tendinitis,Chronic/Recurring,Upper Body,Avoid overhead pressing
INJ_2154,Shoulder,Rotator Cuff Tendinitis,Rehabilitating,Full Body & Push (Chest/Shoulders/Triceps),Keep elbows tucked during push-ups | Avoid wide-grip pull-ups
INJ_2155,Knee,Knee Osteoarthritis,Moderate,Legs,Avoid deep squatting | Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_2156,Wrist / Elbow,Wrist Sprain,Chronic/Recurring,Upper Body & Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling) | Avoid skull crushers
INJ_2157,Knee,Runner's Knee (Patellofemoral Pain),Chronic/Recurring,Full Body & Legs,Keep knee flexion pain-free
INJ_2158,Knee,Runner's Knee (Patellofemoral Pain),Chronic/Recurring,Full Body,Keep knee flexion pain-free
INJ_2159,Ankle / Foot,Plantar Fasciitis,Mild,Core & Cardio,Wear supportive footwear during lifts | Substitute standing calf raises with seated
INJ_2160,Lower Back,Herniated Disc (Mild),Rehabilitating,Core & Cardio,Substitute sit-ups with planks or bird-dogs
INJ_2161,Lower Back,SI Joint Dysfunction,Mild,Full Body & Legs,Avoid twisting core movements | Substitute sit-ups with planks or bird-dogs
INJ_2162,Ankle / Foot,Shin Splints,Chronic/Recurring,Legs,"Perform cardio on a stationary bike or swimming instead | Avoid running, jumping, and high-impact cardio"
INJ_2163,Shoulder,AC Joint Sprain,Moderate,Upper Body,Keep elbows tucked during push-ups | Substitute barbell bench with neutral-grip dumbbell press
INJ_2164,Ankle / Foot,Flat Feet Pain,Moderate,Legs,"Avoid running, jumping, and high-impact cardio | Perform cardio on a stationary bike or swimming instead"
INJ_2165,Shoulder,AC Joint Sprain,Chronic/Recurring,Upper Body & Full Body,Avoid overhead pressing
INJ_2166,Lower Back,Lumbar Strain,Mild,Pull (Back/Biceps) & Core & Cardio,Keep spine neutral
INJ_2167,Shoulder,Biceps Tendinitis,Rehabilitating,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Avoid wide-grip pull-ups | Avoid overhead pressing
INJ_2168,Shoulder,Biceps Tendinitis,Moderate,Upper Body & Push (Chest/Shoulders/Triceps),Substitute barbell bench with neutral-grip dumbbell press
INJ_2169,Knee,Ligament Sprain (ACL/MCL),Moderate,Legs & Full Body,"Avoid high-impact jumps (Box Jumps, Burpees) | Keep knee flexion pain-free"
INJ_2170,Shoulder,Biceps Tendinitis,Chronic/Recurring,Upper Body,Keep elbows tucked during push-ups | Substitute barbell bench with neutral-grip dumbbell press
INJ_2171,Neck,Cervical Strain,Mild,Core & Cardio,Keep neck neutral during planks and push-ups
INJ_2172,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Rehabilitating,Upper Body & Push (Chest/Shoulders/Triceps),Avoid skull crushers | Avoid heavy gripping (use straps for pulling)
INJ_2173,Neck,Upper Trapezius Spasm,Mild,Core & Cardio,Avoid overhead presses if causing pain | Avoid crunches where hands pull on the neck
INJ_2174,Neck,Upper Trapezius Spasm,Chronic/Recurring,Core & Cardio & Push (Chest/Shoulders/Triceps),Avoid crunches where hands pull on the neck
INJ_2175,Wrist / Elbow,TFCC Tear (Mild),Chronic/Recurring,Upper Body & Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling)
INJ_2176,Shoulder,Rotator Cuff Tendinitis,Mild,Upper Body,Keep elbows tucked during push-ups | Avoid wide-grip pull-ups
INJ_2177,Shoulder,Shoulder Impingement,Rehabilitating,Pull (Back/Biceps),Avoid wide-grip pull-ups | Substitute barbell bench with neutral-grip dumbbell press
INJ_2178,Shoulder,Shoulder Impingement,Rehabilitating,Push (Chest/Shoulders/Triceps),Avoid wide-grip pull-ups
INJ_2179,Wrist / Elbow,Wrist Sprain,Rehabilitating,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling) | Avoid skull crushers
INJ_2180,Shoulder,Shoulder Impingement,Chronic/Recurring,Upper Body,Avoid wide-grip pull-ups | Substitute barbell bench with neutral-grip dumbbell press
INJ_2181,Lower Back,Lumbar Strain,Chronic/Recurring,Pull (Back/Biceps) & Legs,Avoid twisting core movements
INJ_2182,Knee,Knee Osteoarthritis,Moderate,Legs & Core & Cardio,Avoid deep squatting
INJ_2183,Neck,Whiplash Recovery,Rehabilitating,Upper Body & Push (Chest/Shoulders/Triceps),Keep neck neutral during planks and push-ups
INJ_2184,Wrist / Elbow,Wrist Sprain,Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Upper Body,Substitute push-ups with forearm planks or knuckle push-ups | Avoid skull crushers
INJ_2185,Ankle / Foot,Ankle Sprain,Chronic/Recurring,Legs,Substitute standing calf raises with seated
INJ_2186,Lower Back,Lumbar Strain,Moderate,Core & Cardio,Avoid twisting core movements | Avoid heavy deadlifts and bent-over rows
INJ_2187,Wrist / Elbow,TFCC Tear (Mild),Moderate,Push (Chest/Shoulders/Triceps) & Upper Body,Use neutral grips (hammer curls instead of regular)
INJ_2188,Knee,Patellar Tendinitis,Moderate,Legs,Keep knee flexion pain-free | Avoid deep squatting
INJ_2189,Knee,Knee Osteoarthritis,Chronic/Recurring,Full Body,Substitute Squats/Lunges with Glute Bridges or Wall Sits | Keep knee flexion pain-free
INJ_2190,Shoulder,AC Joint Sprain,Chronic/Recurring,Full Body,Avoid overhead pressing
INJ_2191,Lower Back,Sciatica,Moderate,Core & Cardio & Full Body,Avoid heavy deadlifts and bent-over rows | Keep spine neutral
INJ_2192,Ankle / Foot,Flat Feet Pain,Moderate,Core & Cardio & Full Body,"Avoid running, jumping, and high-impact cardio | Perform cardio on a stationary bike or swimming instead"
INJ_2193,Ankle / Foot,Plantar Fasciitis,Mild,Full Body & Core & Cardio,Perform cardio on a stationary bike or swimming instead
INJ_2194,Neck,Upper Trapezius Spasm,Chronic/Recurring,Core & Cardio,Avoid crunches where hands pull on the neck
INJ_2195,Shoulder,Frozen Shoulder (Mild),Moderate,Full Body,Avoid wide-grip pull-ups | Keep elbows tucked during push-ups
INJ_2196,Lower Back,Herniated Disc (Mild),Chronic/Recurring,Legs,Substitute sit-ups with planks or bird-dogs
INJ_2197,Neck,Whiplash Recovery,Moderate,Core & Cardio & Push (Chest/Shoulders/Triceps),Avoid overhead presses if causing pain
INJ_2198,Knee,Patellar Tendinitis,Moderate,Legs,Keep knee flexion pain-free
INJ_2199,Ankle / Foot,Flat Feet Pain,Rehabilitating,Legs,"Substitute standing calf raises with seated | Avoid running, jumping, and high-impact cardio"
