Meal_Name,Protein(g),Carbs(g),Fat(g),Calories,Goal
"Ugali Brown (Millet/Sorghum) with Nyama Choma (Roasted Beef/Goat), Spinach & Roasted Peanuts (Handful)",41,49,35,675,Weight Loss / Lean
"Ugali (White Cornmeal) with Ndengu (Green Gram Stew), Spinach & Roasted Peanuts (Handful)",28,89,23,675,Muscle Gain
"Brown Rice with Mutura (African Sausage), Avocado (Half) & Pawpaw (Papaya Slice)",22,68,35,675,Muscle Gain
"Chapati (Soft Flatbread) with 2 Boiled Eggs, Avocado (Half) & Mango (Slice)",20,70,35,675,Balanced / Maintenance
"White Rice with Nyama Choma (Roasted Beef/Goat), Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",39,60,31,675,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",38,77,24,676,Muscle Gain
"Brown Rice with Omena (Silver Cyprinid Stew), Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",36,79,24,676,Muscle Gain
"Chapati (Soft Flatbread) with Maharagwe (Bean Stew), Spinach & Mango (Slice)",21,94,24,676,Muscle Gain
"Matoke (Plantain Stew) with Omena (Silver Cyprinid Stew), Avocado (Half) & Pawpaw (Papaya Slice)",31,66,32,676,Weight Loss / Lean
"Pilau (Spiced Rice) with Ndengu (Green Gram Stew), Spinach & Mango (Slice)",24,109,16,676,Muscle Gain
"Matoke (Plantain Stew) with Pork Wet Fry, Managu (African Nightshade) & Sweet Banana (Ndizi)",30,76,28,676,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Ndengu (Green Gram Stew), Avocado (Half) & Pawpaw (Papaya Slice)",23,99,21,677,Muscle Gain
"Pilau (Spiced Rice) with Chicken Stew (Kuku Paka), Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",30,83,25,677,Muscle Gain
"Pilau (Spiced Rice) with Omena (Silver Cyprinid Stew), Sukuma Wiki (Collard Greens) & Mango (Slice)",35,78,25,677,Muscle Gain
"White Rice with Chicken Stew (Kuku Paka), Managu (African Nightshade) & Mandazi (1 pc)",31,82,25,677,Muscle Gain
"Brown Rice with Omena (Silver Cyprinid Stew), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",40,55,33,677,Weight Loss / Lean
"White Rice with Mutura (African Sausage), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",28,58,37,677,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Mutura (African Sausage), Avocado (Half) & Sweet Banana (Ndizi)",19,76,33,677,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with Ndengu (Green Gram Stew), Avocado (Half) & Passion Fruit (2 pcs)",23,97,22,678,Muscle Gain
"Spaghetti with Pork Wet Fry, Kachumbari (Tomato & Onion Salad) & Roasted Peanuts (Handful)",38,55,34,678,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Maharagwe (Bean Stew), Cabbage (Fried) & Mango (Slice)",21,108,18,678,Muscle Gain
"Pilau (Spiced Rice) with Mutura (African Sausage), Spinach & Sweet Banana (Ndizi)",24,78,30,678,Muscle Gain
"Nduma (Boiled Arrowroot) with Nyama Choma (Roasted Beef/Goat), Avocado (Half) & Mango (Slice)",30,72,30,678,Muscle Gain
"Pilau (Spiced Rice) with Beef Stew, Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",32,79,26,678,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Wet Fry Fish (Tilapia), Avocado (Half) & Watermelon (Slice)",35,67,30,678,Weight Loss / Lean
"Githeri (Maize & Beans) with Chicken Stew (Kuku Paka), Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",42,60,30,678,Weight Loss / Lean
"Githeri (Maize & Beans) with Mutura (African Sausage), Avocado (Half) & Watermelon (Slice)",29,62,35,679,Weight Loss / Lean
"Spaghetti with Omena (Silver Cyprinid Stew), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",45,64,27,679,Weight Loss / Lean
"Spaghetti with Nyama Choma (Roasted Beef/Goat), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",44,65,27,679,Weight Loss / Lean
"Ugali (White Cornmeal) with Njahi (Black Bean Stew), Cabbage (Fried) & Roasted Peanuts (Handful)",28,90,23,679,Muscle Gain
"Spaghetti with Njahi (Black Bean Stew), Avocado (Half) & Pawpaw (Papaya Slice)",26,99,20,680,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Njahi (Black Bean Stew), Managu (African Nightshade) & Roasted Peanuts (Handful)",32,84,24,680,Muscle Gain
"Brown Rice with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",37,79,24,680,Muscle Gain
"Chapati (Soft Flatbread) with Njahi (Black Bean Stew), Avocado (Half) & Passion Fruit (2 pcs)",23,84,28,680,Muscle Gain
"Chapati (Soft Flatbread) with Njahi (Black Bean Stew), Spinach & Maziwa Lala (Fermented Milk 1 cup)",31,83,25,681,Muscle Gain
"Spaghetti with Njahi (Black Bean Stew), Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",33,90,21,681,Muscle Gain
"Spaghetti with Mutura (African Sausage), Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",33,63,33,681,Weight Loss / Lean
"White Rice with Mutura (African Sausage), Cabbage (Fried) & Roasted Peanuts (Handful)",27,60,37,681,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Omena (Silver Cyprinid Stew), Managu (African Nightshade) & Roasted Peanuts (Handful)",42,54,33,681,Weight Loss / Lean
"White Rice with Beef Stew, Avocado (Half) & Sweet Banana (Ndizi)",29,85,25,681,Muscle Gain
"Chapati (Soft Flatbread) with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Mango (Slice)",31,72,30,682,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Chicken Stew (Kuku Paka), Avocado (Half) & Pawpaw (Papaya Slice)",29,74,30,682,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Nyama Choma (Roasted Beef/Goat), Spinach & Maziwa Lala (Fermented Milk 1 cup)",42,61,30,682,Weight Loss / Lean
"Chapati (Soft Flatbread) with Nyama Choma (Roasted Beef/Goat), Cabbage (Fried) & Sweet Banana (Ndizi)",33,70,30,682,Muscle Gain
"Spaghetti with Omena (Silver Cyprinid Stew), Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",43,60,30,682,Weight Loss / Lean
"Githeri (Maize & Beans) with Omena (Silver Cyprinid Stew), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",49,61,27,683,Weight Loss / Lean
"Matoke (Plantain Stew) with Maharagwe (Bean Stew), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",19,100,23,683,Balanced / Maintenance
"Chapati (Soft Flatbread) with Ndengu (Green Gram Stew), Managu (African Nightshade) & Sweet Banana (Ndizi)",24,104,19,683,Muscle Gain
"Matoke (Plantain Stew) with Pork Wet Fry, Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",29,72,31,683,Muscle Gain
"Chapati (Soft Flatbread) with 2 Boiled Eggs, Avocado (Half) & Sweet Banana (Ndizi)",20,72,35,683,Balanced / Maintenance
"Nduma (Boiled Arrowroot) with Pork Wet Fry, Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",30,71,31,683,Muscle Gain
"Pilau (Spiced Rice) with Njahi (Black Bean Stew), Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",25,110,16,684,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Beef Stew, Cabbage (Fried) & Roasted Peanuts (Handful)",37,62,32,684,Weight Loss / Lean
"Spaghetti with Njahi (Black Bean Stew), Spinach & Mandazi (1 pc)",29,104,17,685,Muscle Gain
"Pilau (Spiced Rice) with Nyama Choma (Roasted Beef/Goat), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",35,80,25,685,Muscle Gain
"White Rice with Mutura (African Sausage), Managu (African Nightshade) & Roasted Peanuts (Handful)",29,59,37,685,Weight Loss / Lean
"Pilau (Spiced Rice) with Beef Stew, Avocado (Half) & Passion Fruit (2 pcs)",31,66,33,685,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Nyama Choma (Roasted Beef/Goat), Avocado (Half) & Sweet Banana (Ndizi)",30,74,30,686,Muscle Gain
"Ugali (White Cornmeal) with Chicken Stew (Kuku Paka), Managu (African Nightshade) & Mandazi (1 pc)",31,82,26,686,Muscle Gain
"Spaghetti with Mutura (African Sausage), Spinach & Roasted Peanuts (Handful)",32,54,38,686,Weight Loss / Lean
"Pilau (Spiced Rice) with Beef Stew, Spinach & Maziwa Lala (Fermented Milk 1 cup)",39,65,30,686,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Pork Wet Fry, Cabbage (Fried) & Mandazi (1 pc)",29,73,31,687,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Pork Wet Fry, Kachumbari (Tomato & Onion Salad) & Roasted Peanuts (Handful)",36,57,35,687,Weight Loss / Lean
"Brown Rice with Omena (Silver Cyprinid Stew), Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",36,75,27,687,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Beef Stew, Avocado (Half) & Sweet Banana (Ndizi)",31,80,27,687,Muscle Gain
"White Rice with Chicken Stew (Kuku Paka), Avocado (Half) & Mango (Slice)",27,84,27,687,Muscle Gain
"Matoke (Plantain Stew) with Omena (Silver Cyprinid Stew), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",38,53,36,688,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Nyama Choma (Roasted Beef/Goat), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",42,67,28,688,Weight Loss / Lean
"Chapati (Soft Flatbread) with Omena (Silver Cyprinid Stew), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",41,59,32,688,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Beef Stew, Managu (African Nightshade) & Roasted Peanuts (Handful)",39,61,32,688,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Ndengu (Green Gram Stew), Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",26,110,16,688,Muscle Gain
"Spaghetti with Chicken Stew (Kuku Paka), Cabbage (Fried) & Roasted Peanuts (Handful)",37,61,33,689,Weight Loss / Lean
"Ugali (White Cornmeal) with Njahi (Black Bean Stew), Cabbage (Fried) & Mandazi (1 pc)",24,110,17,689,Muscle Gain
"Spaghetti with Beef Stew, Managu (African Nightshade) & Mandazi (1 pc)",37,79,25,689,Muscle Gain
"Pilau (Spiced Rice) with Omena (Silver Cyprinid Stew), Cabbage (Fried) & Sweet Banana (Ndizi)",34,82,25,689,Muscle Gain
"Pilau (Spiced Rice) with Njahi (Black Bean Stew), Kachumbari (Tomato & Onion Salad) & Roasted Peanuts (Handful)",29,87,25,689,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Wet Fry Fish (Tilapia), Spinach & Roasted Peanuts (Handful)",42,56,33,689,Weight Loss / Lean
"Spaghetti with Wet Fry Fish (Tilapia), Spinach & Mandazi (1 pc)",40,74,26,690,Muscle Gain
"Matoke (Plantain Stew) with 2 Boiled Eggs, Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",25,62,38,690,Muscle Gain
"Matoke (Plantain Stew) with Mutura (African Sausage), Spinach & Mandazi (1 pc)",23,71,35,691,Muscle Gain
"Nduma (Boiled Arrowroot) with Maharagwe (Bean Stew), Managu (African Nightshade) & Mandazi (1 pc)",21,100,23,691,Muscle Gain
"Spaghetti with Ndengu (Green Gram Stew), Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",32,98,19,691,Muscle Gain
"Brown Rice with Maharagwe (Bean Stew), Avocado (Half) & Watermelon (Slice)",20,92,27,691,Balanced / Maintenance
"Githeri (Maize & Beans) with Pork Wet Fry, Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",38,72,28,692,Muscle Gain
"Chapati (Soft Flatbread) with Pork Wet Fry, Sukuma Wiki (Collard Greens) & Mango (Slice)",31,68,33,693,Weight Loss / Lean
"Spaghetti with Chicken Stew (Kuku Paka), Managu (African Nightshade) & Roasted Peanuts (Handful)",39,60,33,693,Weight Loss / Lean
"Pilau (Spiced Rice) with Wet Fry Fish (Tilapia), Cabbage (Fried) & Sweet Banana (Ndizi)",35,82,25,693,Muscle Gain
"Chapati (Soft Flatbread) with Maharagwe (Bean Stew), Sukuma Wiki (Collard Greens) & Mango (Slice)",21,96,25,693,Muscle Gain
"Pilau (Spiced Rice) with Ndengu (Green Gram Stew), Sukuma Wiki (Collard Greens) & Mango (Slice)",24,111,17,693,Muscle Gain
"Pilau (Spiced Rice) with Omena (Silver Cyprinid Stew), Managu (African Nightshade) & Sweet Banana (Ndizi)",36,81,25,693,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Beef Stew, Cabbage (Fried) & Mandazi (1 pc)",33,82,26,694,Muscle Gain
"Pilau (Spiced Rice) with Mutura (African Sausage), Managu (African Nightshade) & Mango (Slice)",25,79,31,695,Muscle Gain
"Matoke (Plantain Stew) with Njahi (Black Bean Stew), Managu (African Nightshade) & Roasted Peanuts (Handful)",29,84,27,695,Muscle Gain
"Ugali (White Cornmeal) with Maharagwe (Bean Stew), Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",27,93,24,696,Muscle Gain
"Matoke (Plantain Stew) with Wet Fry Fish (Tilapia), Cabbage (Fried) & Roasted Peanuts (Handful)",38,55,36,696,Weight Loss / Lean
"Ugali (White Cornmeal) with Pork Wet Fry, Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",37,65,32,696,Weight Loss / Lean
"Chapati (Soft Flatbread) with Chicken Stew (Kuku Paka), Spinach & Roasted Peanuts (Handful)",35,49,40,696,Weight Loss / Lean
"Pilau (Spiced Rice) with Wet Fry Fish (Tilapia), Managu (African Nightshade) & Sweet Banana (Ndizi)",37,81,25,697,Muscle Gain
"Ugali Brown (Millet/Sorghum) with 2 Boiled Eggs, Avocado (Half) & Roasted Peanuts (Handful)",27,55,41,697,Weight Loss / Lean
"Ngwaci (Boiled Sweet Potato) with Ndengu (Green Gram Stew), Avocado (Half) & Roasted Peanuts (Handful)",25,75,33,697,Muscle Gain
"Brown Rice with Ndengu (Green Gram Stew), Cabbage (Fried) & Roasted Peanuts (Handful)",28,90,25,697,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Beef Stew, Managu (African Nightshade) & Mandazi (1 pc)",35,81,26,698,Muscle Gain
"Spaghetti with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",45,62,30,698,Weight Loss / Lean
"Spaghetti with Beef Stew, Avocado (Half) & Mango (Slice)",33,81,27,699,Muscle Gain
"Chapati (Soft Flatbread) with Chicken Stew (Kuku Paka), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",37,59,35,699,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Nyama Choma (Roasted Beef/Goat), Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",42,63,31,699,Weight Loss / Lean
"Ugali (White Cornmeal) with Nyama Choma (Roasted Beef/Goat), Cabbage (Fried) & Roasted Peanuts (Handful)",38,58,35,699,Weight Loss / Lean
"White Rice with Wet Fry Fish (Tilapia), Avocado (Half) & Mango (Slice)",33,81,27,699,Muscle Gain
"Brown Rice with Wet Fry Fish (Tilapia), Managu (African Nightshade) & Mandazi (1 pc)",38,76,27,699,Muscle Gain
"Chapati (Soft Flatbread) with Omena (Silver Cyprinid Stew), Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",41,55,35,699,Weight Loss / Lean
"Pilau (Spiced Rice) with Chicken Stew (Kuku Paka), Spinach & Maziwa Lala (Fermented Milk 1 cup)",37,66,32,700,Weight Loss / Lean
"Chapati (Soft Flatbread) with Nyama Choma (Roasted Beef/Goat), Avocado (Half) & Passion Fruit (2 pcs)",33,52,40,700,Weight Loss / Lean
"Ugali (White Cornmeal) with Pork Wet Fry, Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",36,67,32,700,Weight Loss / Lean
"White Rice with Ndengu (Green Gram Stew), Managu (African Nightshade) & Mandazi (1 pc)",25,112,17,701,Muscle Gain
"Pilau (Spiced Rice) with Ndengu (Green Gram Stew), Managu (African Nightshade) & Mango (Slice)",25,112,17,701,Muscle Gain
"Githeri (Maize & Beans) with Wet Fry Fish (Tilapia), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",48,53,33,701,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Maharagwe (Bean Stew), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",30,89,25,701,Muscle Gain
"Githeri (Maize & Beans) with Omena (Silver Cyprinid Stew), Cabbage (Fried) & Roasted Peanuts (Handful)",46,55,33,701,Weight Loss / Lean
"Matoke (Plantain Stew) with Mutura (African Sausage), Cabbage (Fried) & Roasted Peanuts (Handful)",26,55,42,702,Weight Loss / Lean
"Brown Rice with Maharagwe (Bean Stew), Spinach & Roasted Peanuts (Handful)",27,81,30,702,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Chicken Stew (Kuku Paka), Managu (African Nightshade) & Roasted Peanuts (Handful)",37,62,34,702,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Maharagwe (Bean Stew), Avocado (Half) & Pawpaw (Papaya Slice)",21,94,27,703,Muscle Gain
"Pilau (Spiced Rice) with Beef Stew, Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",39,67,31,703,Weight Loss / Lean
"Chapati (Soft Flatbread) with Mutura (African Sausage), Avocado (Half) & Watermelon (Slice)",22,57,43,703,Muscle Gain
"Matoke (Plantain Stew) with Ndengu (Green Gram Stew), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",27,86,28,704,Muscle Gain
"Brown Rice with Njahi (Black Bean Stew), Avocado (Half) & Mango (Slice)",23,108,20,704,Muscle Gain
"White Rice with Mutura (African Sausage), Avocado (Half) & Mango (Slice)",21,81,33,705,Muscle Gain
"Spaghetti with Wet Fry Fish (Tilapia), Managu (African Nightshade) & Roasted Peanuts (Handful)",45,57,33,705,Weight Loss / Lean
"Brown Rice with Maharagwe (Bean Stew), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",29,91,25,705,Muscle Gain
"Chapati (Soft Flatbread) with Pork Wet Fry, Cabbage (Fried) & Sweet Banana (Ndizi)",30,72,33,705,Muscle Gain
"Pilau (Spiced Rice) with Chicken Stew (Kuku Paka), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",37,72,30,706,Muscle Gain
"Nduma (Boiled Arrowroot) with Njahi (Black Bean Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",27,91,26,706,Muscle Gain
"Chapati (Soft Flatbread) with Njahi (Black Bean Stew), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",32,86,26,706,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Omena (Silver Cyprinid Stew), Cabbage (Fried) & Roasted Peanuts (Handful)",40,60,34,706,Weight Loss / Lean
"Matoke (Plantain Stew) with Mutura (African Sausage), Managu (African Nightshade) & Roasted Peanuts (Handful)",28,54,42,706,Weight Loss / Lean
"Ugali (White Cornmeal) with Maharagwe (Bean Stew), Avocado (Half) & Pawpaw (Papaya Slice)",19,99,26,706,Balanced / Maintenance
"Spaghetti with Maharagwe (Bean Stew), Avocado (Half) & Watermelon (Slice)",23,93,27,707,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",43,64,31,707,Weight Loss / Lean
"Chapati (Soft Flatbread) with Omena (Silver Cyprinid Stew), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",42,56,35,707,Weight Loss / Lean
"Pilau (Spiced Rice) with Omena (Silver Cyprinid Stew), Avocado (Half) & Passion Fruit (2 pcs)",34,64,35,707,Weight Loss / Lean
"Githeri (Maize & Beans) with Mutura (African Sausage), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",36,53,39,707,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Pork Wet Fry, Spinach & Mandazi (1 pc)",34,71,32,708,Muscle Gain
"Chapati (Soft Flatbread) with Maharagwe (Bean Stew), Managu (African Nightshade) & Sweet Banana (Ndizi)",22,99,25,709,Muscle Gain
"Chapati (Soft Flatbread) with Ndengu (Green Gram Stew), Avocado (Half) & Watermelon (Slice)",22,90,29,709,Muscle Gain
"Ugali (White Cornmeal) with 2 Boiled Eggs, Avocado (Half) & Mandazi (1 pc)",21,80,34,710,Muscle Gain
"Pilau (Spiced Rice) with Maharagwe (Bean Stew), Spinach & Sweet Banana (Ndizi)",22,106,22,710,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Mandazi (1 pc)",38,72,30,710,Muscle Gain
"White Rice with Ndengu (Green Gram Stew), Avocado (Half) & Mango (Slice)",21,114,19,711,Muscle Gain
"Githeri (Maize & Beans) with Pork Wet Fry, Avocado (Half) & Watermelon (Slice)",37,62,35,711,Weight Loss / Lean
"Githeri (Maize & Beans) with Beef Stew, Avocado (Half) & Sweet Banana (Ndizi)",37,80,27,711,Muscle Gain
"Ugali (White Cornmeal) with Njahi (Black Bean Stew), Avocado (Half) & Sweet Banana (Ndizi)",22,113,19,711,Muscle Gain
"Nduma (Boiled Arrowroot) with Wet Fry Fish (Tilapia), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",38,61,35,711,Weight Loss / Lean
"Pilau (Spiced Rice) with Chicken Stew (Kuku Paka), Avocado (Half) & Watermelon (Slice)",29,70,35,711,Muscle Gain
"Brown Rice with 2 Boiled Eggs, Avocado (Half) & Mandazi (1 pc)",22,77,35,711,Muscle Gain
"Chapati (Soft Flatbread) with Nyama Choma (Roasted Beef/Goat), Avocado (Half) & Watermelon (Slice)",33,55,40,712,Weight Loss / Lean
"Spaghetti with Ndengu (Green Gram Stew), Cabbage (Fried) & Roasted Peanuts (Handful)",31,91,25,713,Muscle Gain
"Chapati (Soft Flatbread) with Wet Fry Fish (Tilapia), Avocado (Half) & Pawpaw (Papaya Slice)",34,61,37,713,Weight Loss / Lean
"Chapati (Soft Flatbread) with Njahi (Black Bean Stew), Spinach & Mandazi (1 pc)",26,96,25,713,Muscle Gain
"White Rice with Maharagwe (Bean Stew), Cabbage (Fried) & Roasted Peanuts (Handful)",25,88,29,713,Muscle Gain
"Spaghetti with Pork Wet Fry, Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",41,63,33,713,Weight Loss / Lean
"Chapati (Soft Flatbread) with Beef Stew, Cabbage (Fried) & Mandazi (1 pc)",32,72,33,713,Muscle Gain
"Pilau (Spiced Rice) with Beef Stew, Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",38,64,34,714,Weight Loss / Lean
"Chapati (Soft Flatbread) with Omena (Silver Cyprinid Stew), Spinach & Mandazi (1 pc)",36,66,34,714,Weight Loss / Lean
"Brown Rice with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Mandazi (1 pc)",37,74,30,714,Muscle Gain
"Githeri (Maize & Beans) with Nyama Choma (Roasted Beef/Goat), Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",43,75,27,715,Muscle Gain
"Brown Rice with Mutura (African Sausage), Avocado (Half) & Mango (Slice)",22,78,35,715,Muscle Gain
"Matoke (Plantain Stew) with Omena (Silver Cyprinid Stew), Avocado (Half) & Mango (Slice)",31,76,32,716,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Pork Wet Fry, Avocado (Half) & Watermelon (Slice)",31,67,36,716,Weight Loss / Lean
"Githeri (Maize & Beans) with Chicken Stew (Kuku Paka), Avocado (Half) & Mango (Slice)",35,79,29,717,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Ndengu (Green Gram Stew), Avocado (Half) & Mango (Slice)",23,109,21,717,Muscle Gain
"Matoke (Plantain Stew) with Maharagwe (Bean Stew), Avocado (Half) & Pawpaw (Papaya Slice)",18,94,30,718,Balanced / Maintenance
"Matoke (Plantain Stew) with Pork Wet Fry, Avocado (Half) & Pawpaw (Papaya Slice)",28,66,38,718,Weight Loss / Lean
"Brown Rice with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",33,79,30,718,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Pork Wet Fry, Cabbage (Fried) & Roasted Peanuts (Handful)",37,55,39,719,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Mutura (African Sausage), Managu (African Nightshade) & Roasted Peanuts (Handful)",31,59,40,720,Weight Loss / Lean
"Githeri (Maize & Beans) with Nyama Choma (Roasted Beef/Goat), Cabbage (Fried) & Roasted Peanuts (Handful)",46,53,36,720,Weight Loss / Lean
"Chapati (Soft Flatbread) with Njahi (Black Bean Stew), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",30,78,32,720,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Nyama Choma (Roasted Beef/Goat), Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",37,80,28,720,Muscle Gain
"White Rice with Beef Stew, Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",36,70,33,721,Muscle Gain
"Chapati (Soft Flatbread) with Omena (Silver Cyprinid Stew), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",40,48,41,721,Weight Loss / Lean
"Githeri (Maize & Beans) with Mutura (African Sausage), Cabbage (Fried) & Mandazi (1 pc)",31,75,33,721,Muscle Gain
"Chapati (Soft Flatbread) with Nyama Choma (Roasted Beef/Goat), Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",40,55,38,722,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Ndengu (Green Gram Stew), Cabbage (Fried) & Roasted Peanuts (Handful)",29,93,26,722,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Chicken Stew (Kuku Paka), Avocado (Half) & Mango (Slice)",29,84,30,722,Muscle Gain
"Pilau (Spiced Rice) with Chicken Stew (Kuku Paka), Spinach & Roasted Peanuts (Handful)",36,59,38,722,Weight Loss / Lean
"Chapati (Soft Flatbread) with Nyama Choma (Roasted Beef/Goat), Spinach & Roasted Peanuts (Handful)",40,44,43,723,Weight Loss / Lean
"Ngwaci (Boiled Sweet Potato) with Pork Wet Fry, Avocado (Half) & Roasted Peanuts (Handful)",33,42,47,723,Weight Loss / Lean
"Spaghetti with Pork Wet Fry, Avocado (Half) & Pawpaw (Papaya Slice)",33,69,35,723,Weight Loss / Lean
"Spaghetti with Maharagwe (Bean Stew), Avocado (Half) & Pawpaw (Papaya Slice)",23,97,27,723,Muscle Gain
"Pilau (Spiced Rice) with Maharagwe (Bean Stew), Cabbage (Fried) & Mango (Slice)",21,108,23,723,Muscle Gain
"Pilau (Spiced Rice) with Ndengu (Green Gram Stew), Avocado (Half) & Passion Fruit (2 pcs)",23,97,27,723,Muscle Gain
"Matoke (Plantain Stew) with Pork Wet Fry, Spinach & Mandazi (1 pc)",31,71,35,723,Muscle Gain
